sentence1,sentence2,label
什么是单口网络等效？,单口网络等效怎么定义？,1
什么是单口网络等效？,如何定义单口网络等效？,1
什么是单口网络等效？,怎样定义单口网络等效？,1
什么是单口网络等效？,单口网络等效如何定义？,1
什么是单口网络等效？,单口网络等效怎样使用？,0
什么是单口网络等效？,如何使用单口网络等效？,0
什么是单口网络等效？,怎样使用单口网络等效？,0
什么是单口网络等效？,单口网络等效有什么用？,0
什么是单口网络等效？,单口网络等效的用处是什么？,0
一阶电路有什么特点？,一阶电路的特点是什么？,1
一阶电路有什么特点？,请问一阶电路有啥特点？,1
一阶电路有什么特点？,一阶电路的特点是啥？,1
一阶电路有什么特点？,一阶电路的特点？,1
一阶电路有什么特点？,一阶电路有什么特性？,1
一阶电路有什么特点？,什么是一阶电路,0
一阶电路有什么特点？,一阶电路是啥？,0
一阶电路有什么特点？,总结二阶电路的特点？,0
一阶电路有什么特点？,二阶电路有什么特点？,0
一阶电路有什么特点？,有人能总结一下二阶电路的特点？,0
啥是有功功率？,什么是有功功率？,1
啥是有功功率？,如何理解有功功率,1
啥是有功功率？,有功功率的定义是什么？,1
啥是有功功率？,能解释一下有功功率是什么吗？,1
啥是有功功率？,有功功率是什么东西？,1
啥是有功功率？,有功功率单位是什么？,0
啥是有功功率？,什么是功率因数,0
啥是有功功率？,有功功率怎么计算?,0
啥是有功功率？,有功功率和无功功率的本质区别是什么？,0
啥是有功功率？,有功功率和无功功率有什么区别？,0
什么是电路的传递函数？,电路的传递函数是什么？,1
什么是电路的传递函数？,传递函数的基本概念是什么？,1
什么是电路的传递函数？,电路传递函数是啥？,1
什么是电路的传递函数？,传递函数是啥玩意？,1
什么是电路的传递函数？,何为传递函数？,1
什么是电路的传递函数？,如何写出传递函数？,0
什么是电路的传递函数？,传递函数怎么写？,0
什么是电路的传递函数？,电路传递函数是什么函数？,0
什么是电路的传递函数？,电路传递函数怎么用？,0
什么是电路的传递函数？,传递函数有什么用？,0
如何根据电路图写传递函数？,怎么根据电路图写传递函数？,1
如何根据电路图写传递函数？,如何写出一个电路图的传递函数？,1
如何根据电路图写传递函数？,电路图的传递函数怎么写？,1
如何根据电路图写传递函数？,电路的传递函数怎么从电路图中得出？,1
如何根据电路图写传递函数？,怎么从下面电路中写出传递函数？,1
如何根据电路图写传递函数？,什么是电路的传递函数？,0
如何根据电路图写传递函数？,传递函数是啥玩意？,0
如何根据电路图写传递函数？,传递函数有什么用,0
如何根据电路图写传递函数？,传递函数干嘛用的？,0
如何根据电路图写传递函数？,写出传递函数有什么用？,0
一阶电路三要素是什么？,一阶电路的三要素法中的三要素是什么？,1
一阶电路三要素是什么？,一阶动态电路有哪三个要素？,1
一阶电路三要素是什么？,一阶电路三要素指的是什么？,1
一阶电路三要素是什么？,一阶电路中三要素分别是什么？,1
一阶电路三要素是什么？,一阶电路的三要素是啥呢？,1
一阶电路三要素是什么？,一阶电路是什么？,0
一阶电路三要素是什么？,二阶电路也有三要素吗？,0
一阶电路三要素是什么？,什么是一阶电路？,0
一阶电路三要素是什么？,一阶电路怎么计算？,0
一阶电路三要素是什么？,一阶电路有什么特点？,0
简述基尔霍夫定律,基尔霍夫定律是什么,1
简述基尔霍夫定律,如何理解基尔霍夫定律,1
简述基尔霍夫定律,基尔霍夫定律的定义,1
简述基尔霍夫定律,请解释基尔霍夫定律,1
简述基尔霍夫定律,如何定义基尔霍夫定律,1
简述基尔霍夫定律,基尔霍夫定律适用于线性和非线性电路吗,0
简述基尔霍夫定律,基尔霍夫定律的适用范围是什么,0
简述基尔霍夫定律,基尔霍夫定律是谁创造的,0
简述基尔霍夫定律,线性电路可以使用基尔霍夫定律吗,0
简述基尔霍夫定律,非线性电路可以使用基尔霍夫定律吗,0
简述一阶电路的定义,什么是一阶电路,1
简述一阶电路的定义,一阶电路指什么？,1
简述一阶电路的定义,如何定义一阶电路,1
简述一阶电路的定义,如何理解一阶电路,1
简述一阶电路的定义,一阶电路的定义是什么,1
简述一阶电路的定义,二阶电路有什么特点?,0
简述一阶电路的定义,一阶电路三要素是什么？,0
简述一阶电路的定义,什么是二阶电路？,0
简述一阶电路的定义,二阶电路指什么？,0
简述一阶电路的定义,一阶电路怎么求,0
一阶电路指什么？,什么是一阶电路,1
一阶电路指什么？,一阶电路的定义是什么,1
一阶电路指什么？,如何定义一阶电路,1
一阶电路指什么？,简述一阶电路的定义,1
一阶电路指什么？,如何理解一阶电路,1
一阶电路指什么？,一阶电路怎么求,0
一阶电路指什么？,二阶电路指什么？,0
一阶电路指什么？,什么是二阶电路？,0
一阶电路指什么？,一阶电路三要素是什么？,0
一阶电路指什么？,二阶电路有什么特点?,0
如何写出传递函数,写出电路系统传递函数,1
如何写出传递函数,写出下图电路的传递函数,1
如何写出传递函数,如何求系统的传递函数,1
如何写出传递函数,写出电路传递函数,1
如何写出传递函数,如何求出电路传递函数公式,1
如何写出传递函数,传递函数的基本概念,0
如何写出传递函数,传递函数是怎么定义的,0
如何写出传递函数,电路传递函数的定义,0
如何写出传递函数,典型环节的传递函数,0
如何写出传递函数,请问什么叫做传递函数,0
电路系统写出传递函数,如何写出传递函数,1
电路系统写出传递函数,写出下图电路的传递函数,1
电路系统写出传递函数,写出电路传递函数,1
电路系统写出传递函数,如何求出电路传递函数公式,1
电路系统写出传递函数,写出电路系统传递函数,1
电路系统写出传递函数,传递函数的基本概念,0
电路系统写出传递函数,传递函数是怎么定义的,0
电路系统写出传递函数,电路传递函数的定义,0
电路系统写出传递函数,典型环节的传递函数,0
电路系统写出传递函数,请问什么叫做传递函数,0
总结二阶电路的特点,二阶电路有什么特点,1
总结二阶电路的特点,二阶电路的特点是什么,1
总结二阶电路的特点,请说明二阶电路有哪些特点,1
总结二阶电路的特点,二阶电路有哪些特点,1
总结二阶电路的特点,简述二阶电路的特点,1
总结二阶电路的特点,一阶电路的特点是什么？,0
总结二阶电路的特点,一阶电路系统有何特点,0
总结二阶电路的特点,如何计算二阶电路,0
总结二阶电路的特点,二阶电路的计算,0
总结二阶电路的特点,总结一阶电路的特点,0
有功功率计算,如何进行有功功率计算？,1
有功功率计算,有功功率是怎么计算出来的,1
有功功率计算,如何进行有功功率计算,1
有功功率计算,怎么算有功功率,1
有功功率计算,请计算有功功率,1
有功功率计算,有功功率是什么,0
有功功率计算,如何定义有功功率,0
有功功率计算,有功功率和无功功率的区别,0
有功功率计算,无功功率计算,0
有功功率计算,什么是无功功率,0
一阶电路三要素是什么？,一阶电路三要素法的通式是怎样的?每个要素的含义是什么?,1
一阶电路三要素是什么？,请简述一阶电路的三要素,1
一阶电路三要素是什么？,说明一阶电路的三要素,1
一阶电路三要素是什么？,如何定义一阶电路的三要素,1
一阶电路三要素是什么？,一阶电路三要素分别是什么,1
一阶电路三要素是什么？,什么是一阶电路,0
一阶电路三要素是什么？,如何计算一阶电路,0
一阶电路三要素是什么？,二阶电路有何特点,0
一阶电路三要素是什么？,计算二阶电路,0
一阶电路三要素是什么？,一阶电路指什么？,0
电磁耦合是什么？,简述电磁耦合的定义,1
电磁耦合是什么？,什么是电磁耦合,1
电磁耦合是什么？,简单说明电磁耦合是什么,1
电磁耦合是什么？,如何定义电磁耦合,1
电磁耦合是什么？,电磁耦合的定义是什么,1
电磁耦合是什么？,如何计算电磁耦合,0
电磁耦合是什么？,计算电磁耦合的方法,0
电磁耦合是什么？,电磁耦合的计算,0
电磁耦合是什么？,电磁耦合器的工作原理是什么,0
电磁耦合是什么？,什么是电磁耦合器,0
传递函数的基本概念,如何定义传递函数,1
传递函数的基本概念,什么是传递函数,1
传递函数的基本概念,简述传递函数的基本概念,1
传递函数的基本概念,请解释什么是传递函数,1
传递函数的基本概念,电路传递函数的定义,1
传递函数的基本概念,传递函数的应用有哪些,0
传递函数的基本概念,如何求系统的传递函数,0
传递函数的基本概念,写出下图的传递函数,0
传递函数的基本概念,电路系统写出传递函数,0
传递函数的基本概念,如何写出传递函数,0
